V5,V2
4.815,5.005
4.82,5.01
4.815,5.01
4.81,4.995
4.805,4.985
4.81,5.0
4.81,5.0
4.79,4.985
4.785,4.995
4.81,4.995
4.81,4.99
4.825,4.995
4.815,4.99
4.825,5.005
4.83,5.01
4.83,4.995
4.82,5.0
4.83,5.01
4.84,5.05
4.85,5.14
4.87,5.495
4.945,5.965
5.085,5.885
5.41,5.54
5.89,5.4
5.905,5.335
5.51,5.265
5.29,5.12
5.26,4.92
5.28,4.715
5.29,4.465
5.295,4.17
5.29,3.89
5.28,3.655
5.26,3.465
5.245,3.41
5.23,2.975
5.23,2.705
5.235,2.55
5.21,2.435
5.14,2.305
5.045,2.205
4.97,2.165
4.885,2.14
4.8,2.095
4.67,2.08
4.55,2.085
4.495,2.095
4.525,2.085
4.575,2.095
4.6,2.13
4.62,2.19
4.625,2.29
4.615,2.455
4.615,2.675
4.64,2.945
4.665,3.26
4.71,3.58
4.745,3.915
4.76,4.255
4.77,4.345
4.765,4.81
4.765,5.055
4.76,5.295
4.745,5.51
4.73,5.655
4.73,5.755
4.75,5.82
4.775,5.87
4.785,5.89
4.81,5.915
4.82,5.96
4.825,6.005
4.83,6.03
4.835,6.04
4.835,6.045
4.835,6.08
4.81,6.07
4.795,6.08
4.8,6.11
4.82,6.14
4.825,6.16
4.82,6.18
4.795,6.225
4.8,6.265
4.8,6.28
4.77,6.31
4.76,6.345
4.755,6.38
4.74,6.435
4.715,6.45
4.72,6.48
4.755,6.53
4.78,6.56
4.77,6.575
4.76,6.61
4.755,6.65
4.775,6.69
4.775,6.705
4.785,6.715
4.78,6.745
4.785,6.77
4.795,6.77
4.805,6.755
4.8,6.76
4.815,6.755
4.83,6.735
4.83,6.695
4.83,6.66
4.855,6.635
4.86,6.62
4.915,6.495
4.9,6.43
4.895,6.365
4.915,6.295
4.95,6.21
4.965,6.12
4.985,6.05
4.985,5.975
4.98,5.885
4.98,5.81
4.98,5.75
4.98,5.7
4.975,5.625
4.955,5.55
4.955,5.5
4.96,5.475
4.955,5.42
4.93,5.37
4.93,5.34
4.935,5.32
4.925,5.29
4.905,5.26
4.885,5.235
4.895,5.23
4.9,5.225
4.88,5.195
4.875,5.19
4.885,5.195
4.88,5.195
4.855,5.185
4.85,5.17
4.86,5.18
4.88,5.175
4.885,5.17
4.87,5.16
4.855,5.165
4.87,5.19
4.875,5.17
4.87,5.17
4.855,5.165
4.865,5.17
4.865,5.18
4.85,5.16
4.82,5.17
4.835,5.175
4.865,5.175
4.87,5.16
4.855,5.165
4.865,5.17
4.855,5.175
4.87,5.165
4.86,5.165
4.885,5.16
4.875,5.165
4.87,5.145
4.865,5.15
4.865,5.155
4.87,5.15
4.875,5.145
4.855,5.125
4.84,5.135
4.845,5.14
4.85,5.13
4.85,5.105
4.855,5.115
4.865,5.115
4.86,5.1
4.85,5.09
4.835,5.09
4.845,5.085
4.845,5.09
4.84,5.065
4.825,5.065
4.835,5.07
4.835,5.075
4.825,5.055
4.815,5.05
4.825,5.06
4.82,5.06
4.815,5.045
4.825,5.04
4.835,5.035
4.84,5.05
4.845,5.03
4.83,5.015
4.825,5.035
4.835,5.04
4.84,5.035
4.82,5.005
4.82,5.02
4.825,5.035
4.835,5.02
4.83,5.01
4.82,5.01
4.845,5.015
4.835,5.01
4.815,5.015
4.81,4.995
4.825,5.015
4.83,5.02
4.835,5.0
4.82,4.995
4.83,5.015
4.84,5.015
4.825,5.0
4.82,4.99
4.81,5.0
4.83,5.01
4.815,4.995
4.825,4.99
4.825,4.995
4.835,5.01
4.83,5.0
4.825,4.99
4.82,4.99
4.84,5.0
4.835,4.99
4.83,4.975
4.825,4.98
4.83,4.99
4.835,5.0
4.835,4.995
4.83,4.995
4.845,5.0
4.85,5.01
4.845,5.0
4.845,5.005
4.86,5.03
4.875,5.07
4.89,5.235
4.91,5.685
4.975,6.015
5.115,5.765
5.48,5.49
5.9,5.415
5.82,5.375
5.43,5.3
5.285,5.205
5.275,5.04
5.29,4.845
5.3,4.61
5.315,4.31
5.315,4.025
5.32,3.775
5.33,3.58
5.29,3.38
5.255,3.125
5.245,2.88
5.24,2.67
5.23,2.615
5.12,2.36
5.025,2.235
4.96,2.165
4.88,2.135
4.79,2.09
4.69,2.07
4.575,2.065
4.495,2.075
4.48,2.07
4.525,2.075
4.585,2.12
4.6,2.21
4.6,2.335
4.61,2.515
4.63,2.755
4.675,3.04
4.715,3.375
4.755,3.705
4.79,4.04
4.785,4.35
4.765,4.61
4.735,4.845
4.715,5.075
4.725,5.28
4.73,5.34
4.73,5.59
4.735,5.7
4.75,5.79
4.76,5.845
4.76,5.88
4.76,5.915
4.775,5.96
4.775,5.985
4.78,6.0
4.775,6.02
4.77,6.055
4.78,6.085
4.78,6.09
4.75,6.1
4.755,6.115
4.76,6.14
4.755,6.16
4.745,6.175
4.745,6.22
4.745,6.29
4.735,6.32
4.715,6.34
4.69,6.38
4.69,6.43
4.695,6.45
4.685,6.505
4.675,6.545
4.68,6.59
4.68,6.63
4.68,6.65
4.67,6.675
4.67,6.72
4.69,6.74
4.695,6.75
4.69,6.755
4.7,6.785
4.725,6.79
4.725,6.785
4.73,6.765
4.74,6.755
4.785,6.71
4.795,6.685
4.8,6.61
4.82,6.56
4.845,6.5
4.875,6.41
4.88,6.315
4.885,6.23
4.915,6.16
4.93,6.135
4.93,5.99
4.925,5.91
4.93,5.835
4.95,5.77
4.945,5.685
4.935,5.61
4.93,5.56
4.94,5.51
4.935,5.45
4.915,5.395
4.915,5.375
4.925,5.345
4.915,5.31
4.9,5.275
4.89,5.26
4.895,5.255
4.875,5.235
4.88,5.215
4.85,5.215
4.855,5.215
4.86,5.2
4.86,5.195
4.85,5.195
4.855,5.2
4.86,5.205
4.85,5.19
4.835,5.185
4.845,5.205
4.85,5.205
4.84,5.2
4.83,5.195
4.84,5.2
4.85,5.21
4.85,5.2
4.83,5.195
4.825,5.205
4.845,5.21
4.835,5.205
4.835,5.195
4.825,5.205
4.835,5.205
4.835,5.21
4.83,5.195
4.82,5.195
4.83,5.19
4.83,5.2
4.815,5.18
4.81,5.175
4.82,5.185
4.825,5.185
4.825,5.17
4.8,5.165
4.81,5.155
4.815,5.16
4.815,5.145
4.795,5.135
4.8,5.135
4.815,5.14
4.815,5.125
4.8,5.11
4.795,5.115
4.805,5.115
4.805,5.115
4.795,5.09
4.8,5.09
4.795,5.095
4.8,5.09
4.79,5.075
4.78,5.07
4.785,5.07
4.8,5.07
4.785,5.06
4.765,5.065
4.785,5.065
4.79,5.075
4.78,5.055
4.77,5.04
4.78,5.05
4.79,5.055
4.785,5.045
4.78,5.03
4.78,5.035
4.785,5.04
4.78,5.035
4.78,5.025
4.77,5.035
4.795,5.035
4.785,5.02
4.78,5.02
4.77,5.03
4.785,5.03
4.775,5.03
4.775,5.015
4.765,5.03
4.77,5.035
4.785,5.04
4.775,5.02
4.76,5.015
4.775,5.02
4.78,5.025
4.775,5.01
4.765,4.995
4.78,5.025
4.775,5.03
4.765,5.015
4.765,5.005
4.78,5.015
4.785,5.025
4.785,5.01
4.775,5.0
4.775,5.01
4.79,5.02
4.795,5.015
4.785,5.005
4.79,5.01
4.805,5.035
4.815,5.045
4.82,5.06
4.83,5.275
4.87,5.76
4.95,5.96
5.125,5.655
5.59,5.46
5.91,5.405
5.93,5.385
5.295,5.22
5.21,5.095
5.25,4.905
5.26,4.66
5.255,4.36
5.255,4.035
5.26,3.8
5.27,3.58
5.245,3.35
5.225,3.06
5.235,2.77
5.225,2.58
5.165,2.435
5.105,2.29
5.035,2.195
4.965,2.145
4.885,2.13
4.79,2.075
4.66,2.07
4.56,2.08
4.545,2.07
4.59,2.075
4.63,2.095
4.67,2.165
4.675,2.19
4.655,2.4
4.645,2.595
4.66,2.84
4.685,3.14
4.72,3.455
4.75,3.795
4.775,4.155
4.765,4.475
4.74,4.76
4.72,5.015
4.705,5.285
4.705,5.515
4.715,5.67
4.72,5.75
4.74,5.825
4.755,5.885
4.76,5.915
4.755,5.94
4.755,5.97
4.775,6.01
4.775,6.03
4.75,6.045
4.74,6.06
4.755,6.105
4.755,6.12
4.745,6.155
4.73,6.2
4.725,6.255
4.705,6.29
4.685,6.315
4.67,6.345
4.675,6.4
4.67,6.435
4.66,6.465
4.645,6.505
4.65,6.55
4.66,6.605
4.65,6.63
4.64,6.665
4.64,6.715
4.645,6.76
4.66,6.775
4.665,6.805
4.66,6.835
4.68,6.87
4.695,6.88
4.695,6.875
4.695,6.875
4.725,6.875
4.74,6.86
4.765,6.795
4.77,6.75
4.8,6.71
4.825,6.64
4.835,6.57
4.835,6.47
4.855,6.39
4.88,6.3
4.89,6.19
4.895,6.09
4.905,6.005
4.91,5.925
4.93,5.83
4.92,5.725
4.915,5.675
4.92,5.61
4.915,5.55
4.895,5.485
4.885,5.44
4.895,5.4
4.89,5.37
4.875,5.32
4.855,5.295
4.875,5.29
4.875,5.29
4.86,5.25
4.85,5.235
4.85,5.24
4.85,5.235
4.84,5.22
4.83,5.21
4.84,5.215
4.835,5.22
4.835,5.2
4.835,5.195
4.825,5.215
4.84,5.225
4.835,5.21
4.825,5.195
4.815,5.205
4.825,5.205
4.82,5.22
4.81,5.19
4.81,5.195
4.81,5.215
4.815,5.22
4.81,5.195
4.79,5.195
4.81,5.21
4.815,5.215
4.81,5.19
4.795,5.19
4.805,5.19
4.81,5.2
4.8,5.18
4.805,5.17
4.81,5.185
4.805,5.175
4.8,5.165
4.8,5.145
4.795,5.145
4.795,5.145
4.79,5.14
4.78,5.12
4.78,5.125
4.785,5.12
4.785,5.115
4.79,5.1
4.775,5.095
4.785,5.105
4.79,5.105
4.775,5.085
4.765,5.085
4.77,5.085
4.775,5.09
4.765,5.08
4.755,5.07
4.77,5.07
4.78,5.08
4.77,5.05
4.76,5.05
4.77,5.055
4.77,5.07
4.775,5.055
4.765,5.035
4.76,5.055
4.77,5.055
4.77,5.05
4.76,5.035
4.755,5.045
4.77,5.05
4.765,5.045
4.76,5.025
4.755,5.04
4.765,5.045
4.775,5.035
4.765,5.025
4.76,5.025
4.765,5.035
4.77,5.045
4.76,5.025
4.755,5.025
4.76,5.04
4.77,5.035
4.765,5.02
4.765,5.015
4.755,5.02
4.775,5.025
4.78,5.015
4.77,5.01
4.76,5.02
4.775,5.03
4.785,5.025
4.765,5.01
4.765,5.025
4.78,5.02
4.78,5.02
4.79,5.01
4.78,5.04
4.805,5.075
4.82,5.205
4.84,5.615
4.87,6.01
5.005,5.785
5.06,5.665
5.77,5.38
5.64,5.295
5.28,5.195
5.18,5.035
5.2,4.78
5.21,4.495
5.19,4.19
5.21,3.92
5.215,3.68
5.2,3.45
5.185,3.21
5.195,2.91
5.185,2.64
5.155,2.475
5.105,2.34
5.065,2.225
4.975,2.155
4.87,2.105
4.775,2.09
4.66,2.08
4.565,2.075
4.545,2.06
4.605,2.075
4.66,2.12
4.675,2.135
4.675,2.34
4.67,2.55
4.675,2.81
4.705,3.135
4.73,3.475
4.76,3.845
4.775,4.205
4.76,4.52
4.725,4.8
4.705,5.07
4.705,5.32
4.71,5.535
4.725,5.69
4.735,5.76
4.725,5.835
4.745,5.905
4.74,5.945
4.73,5.98
4.725,6.02
4.745,6.07
4.75,6.095
4.73,6.12
4.715,6.15
4.735,6.2
4.73,6.21
4.725,6.245
4.73,6.275
4.725,6.315
4.725,6.36
4.735,6.38
4.71,6.41
4.715,6.465
4.72,6.51
4.72,6.54
4.71,6.585
4.71,6.645
4.73,6.705
4.735,6.745
4.73,6.78
4.72,6.83
4.745,6.885
4.755,6.905
4.755,6.915
4.75,6.95
4.775,6.985
4.81,6.98
4.82,6.955
4.83,6.935
4.855,6.91
4.86,6.9
4.885,6.79
4.895,6.72
4.925,6.66
4.95,6.58
4.95,6.485
4.945,6.385
4.965,6.305
4.985,6.23
4.98,6.13
4.97,6.055
4.96,5.975
4.965,5.895
4.935,5.8
4.925,5.72
4.91,5.65
4.93,5.595
4.925,5.53
4.915,5.46
4.895,5.42
4.89,5.385
4.89,5.35
4.875,5.305
4.85,5.285
4.865,5.275
4.87,5.275
4.855,5.22
4.845,5.205
4.855,5.2
4.855,5.195
4.845,5.185
4.835,5.165
4.83,5.175
4.84,5.185
4.845,5.17
4.825,5.155
4.835,5.165
4.84,5.18
4.83,5.175
4.82,5.165
4.82,5.165
4.82,5.175
4.835,5.17
4.825,5.16
4.815,5.16
4.825,5.17
4.82,5.185
4.815,5.17
4.81,5.18
4.815,5.19
4.81,5.195
4.815,5.175
4.795,5.17
4.805,5.175
4.815,5.18
4.795,5.16
4.79,5.16
4.805,5.16
4.81,5.165
4.8,5.14
4.785,5.13
4.79,5.135
4.795,5.145
4.795,5.14
4.785,5.115
4.78,5.12
4.77,5.12
4.775,5.11
4.77,5.09
4.775,5.1
4.785,5.1
4.78,5.095
4.77,5.08
4.755,5.075
4.77,5.08
4.775,5.085
4.765,5.075
4.755,5.065
4.76,5.065
4.765,5.07
4.76,5.055
4.755,5.04
4.76,5.055
4.775,5.055
4.775,5.045
4.755,5.025
4.765,5.04
4.78,5.045
4.765,5.035
4.765,5.01
4.77,5.025
4.78,5.04
4.775,5.035
4.775,5.015
4.77,5.015
4.775,5.025
4.77,5.025
4.775,5.01
4.77,5.01
4.77,5.015
4.78,5.02
4.775,5.005
4.765,5.0
4.77,5.015
4.785,5.015
4.785,5.005
4.775,4.995
4.77,5.01
4.785,5.0
4.78,5.005
4.77,4.99
4.78,5.005
4.79,4.995
4.8,5.0
4.785,4.995
4.785,4.995
4.8,5.015
4.8,5.0
4.8,4.995
4.8,5.02
4.815,5.07
4.845,5.245
4.865,5.73
4.94,5.935
5.195,5.59
5.32,5.485
5.855,5.3
5.475,5.2
5.24,5.08
5.24,4.89
5.255,4.63
5.225,4.305
5.235,4.0
5.26,3.745
5.255,3.51
5.225,3.265
5.215,2.975
5.24,2.685
5.22,2.48
5.165,2.335
5.115,2.215
5.05,2.145
4.94,2.1
4.83,2.07
4.715,2.05
4.605,2.06
4.555,2.06
4.595,2.065
4.66,2.08
4.705,2.165
4.715,2.2
4.7,2.505
4.7,2.775
4.715,3.12
4.765,3.51
4.805,3.885
4.795,4.25
4.76,4.575
4.765,4.86
4.755,5.105
4.725,5.35
4.735,5.555
4.76,5.685
4.77,5.75
4.755,5.8
4.76,5.87
4.78,5.94
4.77,5.96
4.765,5.99
4.77,6.04
4.78,6.075
4.78,6.105
4.765,6.125
4.76,6.175
4.77,6.21
4.78,6.23
4.765,6.265
4.76,6.295
4.77,6.345
4.765,6.39
4.765,6.405
4.755,6.445
4.77,6.495
4.77,6.545
4.77,6.57
4.755,6.615
4.775,6.67
4.78,6.715
4.78,6.75
4.785,6.765
4.785,6.81
4.815,6.84
4.81,6.86
4.815,6.85
4.825,6.875
4.845,6.875
4.86,6.865
4.865,6.83
4.87,6.795
4.89,6.765
4.9,6.75
4.915,6.62
4.915,6.555
4.94,6.48
4.955,6.4
4.955,6.285
4.96,6.185
4.97,6.09
4.99,6.01
4.985,5.91
4.97,5.815
4.975,5.745
4.99,5.67
4.985,5.59
4.96,5.51
4.95,5.465
4.95,5.43
4.95,5.375
4.94,5.315
4.92,5.305
4.92,5.285
4.92,5.25
4.91,5.22
4.895,5.195
4.895,5.19
4.9,5.18
4.89,5.16
4.875,5.15
4.875,5.165
4.89,5.155
4.88,5.145
4.855,5.145
4.87,5.16
4.875,5.17
4.87,5.175
4.85,5.18
4.85,5.19
4.865,5.21
4.86,5.195
4.84,5.19
4.84,5.205
4.855,5.22
4.855,5.2
4.855,5.195
4.84,5.2
4.845,5.215
4.865,5.18
4.86,5.155
4.855,5.145
4.88,5.145
4.885,5.145
4.885,5.105
4.885,5.105
4.88,5.105
4.885,5.095
4.885,5.075
4.865,5.075
4.86,5.095
4.855,5.11
4.84,5.1
4.82,5.07
4.81,5.08
4.815,5.08
4.795,5.07
4.785,5.05
4.78,5.06
4.795,5.06
4.79,5.055
4.78,5.03
4.77,5.035
4.785,5.04
4.785,5.035
4.78,5.02
4.77,5.02
4.775,5.03
4.775,5.035
4.775,5.01
4.76,5.0
4.755,5.01
4.77,5.025
4.76,5.0
4.755,4.995
4.76,5.005
4.765,5.0
4.77,4.995
4.76,4.985
4.765,5.0
4.78,5.0
4.78,4.99
4.77,4.975
4.76,4.98
4.78,4.995
4.775,4.99
4.77,4.975
4.75,4.985
4.765,4.99
4.775,4.99
4.765,4.98
4.755,4.98
4.775,4.985
4.78,5.0
4.765,4.98
4.765,4.98
4.765,4.985
4.77,4.975
4.78,4.985
4.76,4.97
4.765,4.98
4.78,4.99
4.78,4.98
4.775,4.96
4.775,4.98
4.79,4.99
4.78,4.97
4.78,4.965
4.79,4.985
4.805,4.99
4.805,5.0
4.8,4.99
4.805,5.025
4.825,5.145
4.855,5.56
4.9,6.045
5.02,5.92
5.445,5.545
5.625,5.465
5.76,5.305
5.3,5.18
5.195,5.03
5.245,4.805
5.27,4.515
5.25,4.225
5.26,3.93
5.26,3.655
5.255,3.42
5.22,3.215
5.215,3.01
5.235,2.795
5.24,2.62
5.21,2.49
5.18,2.385
5.16,2.28
5.075,2.205
4.99,2.15
4.92,2.12
4.83,2.105
4.73,2.095
4.69,2.075
4.725,2.085
4.78,2.135
4.795,2.155
4.785,2.28
4.765,2.42
4.765,2.61
4.76,2.81
4.755,3.07
4.765,3.385
4.78,3.705
4.79,4.05
4.775,4.34
4.755,4.62
4.74,4.91
4.74,5.145
4.725,5.335
4.705,5.515
4.725,5.66
4.74,5.775
4.73,5.835
4.72,5.875
4.725,5.94
4.73,6.005
4.745,6.04
4.745,6.075
4.735,6.12
4.745,6.175
4.745,6.195
4.735,6.24
4.73,6.295
4.725,6.35
4.735,6.405
4.73,6.44
4.73,6.48
4.735,6.525
4.745,6.59
4.735,6.615
4.74,6.66
4.735,6.73
4.76,6.77
4.76,6.815
4.745,6.855
4.755,6.91
4.775,6.955
4.785,6.975
4.775,6.995
4.785,7.025
4.81,7.045
4.815,7.07
4.815,7.05
4.82,7.055
4.84,7.045
4.85,7.03
4.86,6.965
4.86,6.915
4.885,6.885
4.895,6.815
4.91,6.725
4.9,6.64
4.92,6.58
4.94,6.49
4.945,6.39
4.94,6.295
4.945,6.22
4.955,6.135
4.965,6.045
4.94,5.955
4.95,5.895
4.965,5.825
4.965,5.755
4.96,5.67
4.94,5.62
4.95,5.56
4.955,5.53
4.93,5.455
4.91,5.435
4.925,5.405
4.93,5.39
4.925,5.33
4.915,5.3
4.92,5.28
4.915,5.26
4.92,5.225
4.905,5.215
4.91,5.2
4.92,5.2
4.925,5.17
4.9,5.15
4.905,5.155
4.915,5.145
4.915,5.135
4.905,5.125
4.9,5.13
4.905,5.135
4.905,5.125
4.9,5.11
4.88,5.11
4.89,5.12
4.9,5.12
4.89,5.11
4.89,5.115
4.895,5.12
4.9,5.125
4.885,5.11
4.88,5.11
4.875,5.12
4.895,5.13
4.88,5.11
4.88,5.11
4.885,5.12
4.89,5.125
4.89,5.12
4.87,5.11
4.86,5.115
4.875,5.12
4.86,5.115
4.86,5.1
4.85,5.11
4.86,5.115
4.85,5.11
4.845,5.085
4.85,5.09
4.86,5.095
4.86,5.09
4.845,5.07
4.84,5.065
4.855,5.08
4.855,5.085
4.835,5.055
4.84,5.05
4.845,5.055
4.855,5.06
4.845,5.04
4.84,5.045
4.835,5.07
4.845,5.07
4.835,5.065
4.825,5.055
4.83,5.065
4.835,5.075
4.83,5.07
4.81,5.08
4.81,5.085
4.825,5.075
4.83,5.07
4.83,5.06
4.83,5.055
4.845,5.05
4.85,5.035
4.86,5.01
4.865,5.005
4.89,5.01
4.9,5.01
4.875,4.985
4.86,4.975
4.875,4.975
4.885,4.965
4.88,4.945
4.875,4.94
4.865,4.975
4.885,4.99
4.86,4.975
4.84,4.97
4.835,4.97
4.84,4.985
4.835,4.975
4.83,4.97
4.825,4.965
4.84,4.98
4.83,4.975
4.83,4.97
4.83,4.96
4.83,4.975
4.84,4.98
4.84,4.965
4.835,4.985
4.845,4.995
4.84,5.0
4.85,4.995
4.86,5.095
4.91,5.545
4.99,5.88
5.195,5.59
5.71,5.365
5.92,5.33
5.49,5.275
5.23,5.18
5.255,5.02
5.305,4.805
5.33,4.57
5.335,4.28
5.35,4.015
5.39,3.81
5.42,3.64
5.435,3.41
5.46,3.145
5.475,2.935
5.485,2.775
5.465,2.62
5.395,2.44
5.335,2.33
5.255,2.255
5.235,2.22
5.065,2.125
4.915,2.105
4.845,2.1
4.89,2.105
4.905,2.105
4.9,2.145
4.905,2.265
4.895,2.42
4.85,2.595
4.815,2.82
4.8,3.11
4.795,3.45
4.805,3.785
4.795,4.11
4.785,4.43
4.78,4.71
4.755,4.97
4.74,5.17
4.73,5.395
4.74,5.58
4.76,5.695
4.755,5.77
4.74,5.85
4.75,5.91
4.755,5.935
4.75,5.99
4.74,6.05
4.755,6.1
4.765,6.145
4.76,6.17
4.755,6.215
4.755,6.27
4.755,6.32
4.75,6.345
4.745,6.395
4.75,6.45
4.76,6.505
4.76,6.545
4.74,6.59
4.75,6.65
4.77,6.71
4.77,6.76
4.755,6.785
4.755,6.845
4.77,6.895
4.77,6.935
4.77,6.955
4.78,6.99
4.795,7.01
4.805,7.02
4.81,7.015
4.8,7.02
4.835,7.01
4.865,6.99
4.885,6.935
4.88,6.88
4.885,6.83
4.91,6.76
4.92,6.675
4.92,6.595
4.925,6.515
4.945,6.435
4.945,6.345
4.95,6.245
4.945,6.16
4.96,6.08
4.945,5.99
4.945,5.9
4.95,5.83
4.97,5.77
4.97,5.695
4.95,5.625
4.945,5.565
4.95,5.515
4.955,5.495
4.94,5.4
4.93,5.365
4.93,5.33
4.93,5.305
4.92,5.265
4.895,5.23
4.91,5.225
4.915,5.21
4.92,5.175
4.91,5.155
4.91,5.155
4.92,5.15
4.895,5.13
4.88,5.095
4.875,5.11
4.895,5.105
4.895,5.1
4.865,5.09
4.875,5.085
4.895,5.1
4.9,5.095
4.895,5.08
4.895,5.08
4.905,5.09
4.91,5.09
4.89,5.07
4.865,5.075
4.865,5.09
4.865,5.085
4.875,5.09
4.865,5.075
4.875,5.085
4.87,5.09
4.86,5.09
4.855,5.085
4.86,5.095
4.875,5.1
4.875,5.105
4.85,5.085
4.83,5.09
4.835,5.1
4.84,5.095
4.85,5.085
4.855,5.085
4.86,5.1
4.855,5.095
4.845,5.07
4.825,5.07
4.84,5.085
4.85,5.09
4.84,5.06
4.84,5.05
4.83,5.065
4.83,5.06
4.835,5.035
4.82,5.03
4.83,5.035
4.825,5.04
4.82,5.025
4.815,5.02
4.84,5.015
4.84,5.025
4.815,5.0
4.795,5.0
4.79,5.015
4.805,5.02
4.815,5.005
4.815,4.995
4.815,4.985
4.825,4.995
4.82,5.0
4.805,4.975
4.8,4.975
4.82,4.99
4.825,4.99
4.825,4.98
4.81,4.965
4.805,4.98
4.81,4.975
4.82,4.975
4.81,4.965
4.82,4.975
4.815,4.97
4.815,4.96
4.805,4.955
4.795,4.96
4.8,4.965
4.795,4.955
4.785,4.95
4.79,4.96
4.815,4.965
4.82,4.97
4.825,4.965
4.82,4.955
4.81,4.965
4.805,4.975
4.805,4.955
4.805,4.955
4.815,4.97
4.815,4.975
4.82,4.96
4.805,4.965
4.82,5.0
4.845,5.01
4.85,5.04
4.84,5.175
4.85,5.6
4.92,5.995
5.07,5.78
5.52,5.475
5.96,5.4
5.76,5.34
5.38,5.215
5.265,5.055
5.28,4.84
5.305,4.6
5.31,4.255
5.305,3.91
5.295,3.665
5.29,3.45
5.275,3.21
5.265,2.915
5.26,2.645
5.25,2.485
5.245,2.445
5.115,2.235
5.005,2.15
4.93,2.14
4.85,2.105
4.74,2.075
4.595,2.065
4.48,2.075
4.465,2.08
4.525,2.085
4.59,2.12
4.63,2.195
4.675,2.355
4.69,2.565
4.685,2.805
4.68,3.095
4.73,3.41
4.78,3.735
4.79,4.045
4.76,4.34
4.75,4.605
4.755,4.86
4.75,5.07
4.725,5.295
4.72,5.48
4.73,5.535
4.735,5.69
4.735,5.74
4.75,5.805
4.755,5.86
4.745,5.895
4.735,5.925
4.755,5.975
4.76,6.01
4.76,6.02
4.745,6.045
4.775,6.09
4.8,6.12
4.81,6.14
4.785,6.155
4.77,6.21
4.785,6.25
4.8,6.26
4.8,6.285
4.79,6.33
4.78,6.38
4.78,6.41
4.78,6.435
4.8,6.485
4.81,6.53
4.805,6.545
4.8,6.58
4.795,6.62
4.825,6.66
4.845,6.7
4.85,6.705
4.84,6.725
4.855,6.76
4.875,6.765
4.88,6.77
4.87,6.75
4.895,6.755
4.91,6.745
4.925,6.705
4.92,6.655
4.935,6.62
4.96,6.57
4.96,6.505
4.965,6.435
4.97,6.375
4.99,6.3
5.0,6.215
4.99,6.125
4.975,6.045
4.995,5.965
5.01,5.945
5.005,5.79
4.985,5.72
4.985,5.665
4.99,5.595
4.99,5.515
4.97,5.465
4.975,5.425
4.97,5.385
4.955,5.34
4.94,5.295
4.935,5.28
4.93,5.25
4.93,5.225
4.91,5.195
4.91,5.185
4.925,5.175
4.905,5.17
4.9,5.145
4.89,5.15
4.905,5.14
4.915,5.145
4.89,5.12
4.875,5.115
4.885,5.135
4.9,5.135
4.9,5.125
4.89,5.115
4.885,5.14
4.9,5.135
4.905,5.125
4.885,5.12
4.9,5.135
4.895,5.135
4.885,5.13
4.885,5.125
4.88,5.14
4.89,5.14
4.885,5.125
4.875,5.125
4.87,5.13
4.885,5.135
4.875,5.135
4.865,5.13
4.86,5.13
4.87,5.125
4.87,5.135
4.85,5.11
4.855,5.11
4.855,5.125
4.865,5.125
4.85,5.11
4.84,5.1
4.85,5.105
4.85,5.1
4.845,5.09
4.83,5.07
4.83,5.075
4.845,5.085
4.845,5.065
4.825,5.05
4.825,5.065
4.84,5.065
4.835,5.045
4.82,5.035
4.82,5.045
4.825,5.04
4.825,5.035
4.825,5.02
4.8,5.025
4.825,5.035
4.82,5.015
4.815,5.005
4.81,5.015
4.805,5.015
4.81,5.01
4.82,5.0
4.81,5.005
4.81,5.01
4.82,5.0
4.815,5.005
4.8,4.99
4.795,4.995
4.805,5.0
4.805,4.995
4.795,4.975
4.79,4.99
4.8,4.99
4.8,4.995
4.78,4.975
4.795,4.995
4.805,5.0
4.815,4.995
4.805,4.98
4.79,4.995
4.805,5.005
4.805,5.0
4.795,4.985
4.79,4.985
4.8,4.99
4.805,4.985
4.795,4.985
4.785,4.975
4.785,4.99
4.79,4.985
4.79,4.975
4.79,4.975
4.795,4.99
4.8,4.99
4.8,4.98
4.795,4.975
4.79,4.995
4.805,4.995
4.81,4.99
4.815,4.98
4.815,5.005
4.835,5.04
4.84,5.1
4.845,5.365
4.895,5.855
4.975,5.89
5.195,5.585
5.655,5.435
5.845,5.375
5.525,5.325
5.405,5.305
5.225,5.095
5.24,4.895
5.25,4.665
5.26,4.38
5.27,4.08
5.26,3.82
5.25,3.6
5.255,3.385
5.24,3.145
5.21,2.875
5.21,2.655
5.185,2.505
5.13,2.385
5.065,2.255
5.0,2.2
4.925,2.165
4.85,2.135
4.78,2.115
4.665,2.095
4.57,2.1
4.505,2.095
4.5,2.1
4.535,2.11
4.595,2.145
4.615,2.165
4.63,2.31
4.625,2.48
4.635,2.675
4.655,2.915
4.67,3.195
4.715,3.5
4.755,3.835
4.785,4.16
4.78,4.445
4.75,4.71
4.74,4.975
4.74,5.195
4.735,5.365
4.75,5.535
4.755,5.66
4.78,5.755
4.795,5.8
4.785,5.83
4.775,5.875
4.805,5.92
4.8,5.95
4.79,5.95
4.795,5.995
4.79,6.045
4.795,6.065
4.77,6.095
4.755,6.125
4.75,6.155
4.73,6.18
4.705,6.2
4.705,6.23
4.7,6.275
4.705,6.29
4.695,6.305
4.68,6.33
4.685,6.37
4.69,6.405
4.68,6.425
